LinVelX,AngVelX,LinVelY,AngVelY,LinVelZ,AngVelZ,Vbs,Lcg,Thruster1RPM,Thruster2RPM,ThrusterHorizontalRad,ThrusterVerticalRad
0.141395316,0.0702727959,-0.0194941834,0.00300785434,-0.244434342,-0.153621271,0.55,0.75,0.1,0.1,0,-0.152772665
